date,latitude,longitude,sst
2018-01,-42,288,14.760774
2018-01,-42,290,
2018-01,-42,292,
2018-01,-42,294,
2018-01,-42,296,18.50074
2018-01,-42,298,18.584332
2018-01,-42,300,17.687284
2018-01,-42,302,16.67675
2018-01,-42,304,16.751715
2018-01,-42,306,17.783302
2018-01,-42,308,18.638918
2018-01,-42,310,18.568617
2018-01,-42,312,17.833319
2018-01,-42,314,17.127821
2018-01,-40,100,15.23452
2018-01,-40,102,15.029432
2018-01,-40,104,14.845918
2018-01,-40,106,14.768701
2018-01,-40,108,14.788592
2018-01,-40,110,14.866659
2018-01,-40,112,14.970314
2018-01,-40,114,15.100607
2018-01,-40,116,15.234863
2018-01,-40,118,15.355589
2018-01,-40,120,15.415863
2018-01,-40,122,15.390173
2018-01,-40,124,15.341241
2018-01,-40,126,15.33684
2018-01,-40,128,15.488276
2018-01,-40,130,15.730128
2018-01,-40,132,15.964324
2018-01,-40,134,16.288708
2018-01,-40,136,16.628723
2018-01,-40,138,16.972788
2018-01,-40,140,17.276382
2018-01,-40,142,17.565329
2018-01,-40,144,18.082468
2018-01,-40,146,18.832928
2018-01,-40,148,19.775438
2018-01,-40,150,20.556822
2018-01,-40,152,20.824162
2018-01,-40,154,20.722082
2018-01,-40,156,20.431444
2018-01,-40,158,20.171513
2018-01,-40,160,19.97897
2018-01,-40,162,19.866924
2018-01,-40,164,19.847252
2018-01,-40,166,19.885218
2018-01,-40,168,19.976612
2018-01,-40,170,20.039188
2018-01,-40,172,19.88197
2018-01,-40,174,19.463266
2018-01,-40,176,19.166521
2018-01,-40,178,19.424156
2018-01,-40,180,19.766546
2018-01,-40,182,19.629128
2018-01,-40,184,19.34986
2018-01,-40,186,19.11556
2018-01,-40,188,18.931454
2018-01,-40,190,18.795853
2018-01,-40,192,18.69945
2018-01,-40,194,18.620522
2018-01,-40,196,18.523743
2018-01,-40,198,18.394835
2018-01,-40,200,18.258204
2018-01,-40,202,18.125443
2018-01,-40,204,17.999626
2018-01,-40,206,17.885046
2018-01,-40,208,17.751316
2018-01,-40,210,17.613924
2018-01,-40,212,17.439823
2018-01,-40,214,17.23048
2018-01,-40,216,17.002306
2018-01,-40,218,16.80398
2018-01,-40,220,16.620375
2018-01,-40,222,16.502005
2018-01,-40,224,16.412943
2018-01,-40,226,16.344423
2018-01,-40,228,16.300941
2018-01,-40,230,16.334759
2018-01,-40,232,16.410364
2018-01,-40,234,16.574501
2018-01,-40,236,16.788738
2018-01,-40,238,16.984697
2018-01,-40,240,17.178392
2018-01,-40,242,17.380175
2018-01,-40,244,17.540297
2018-01,-40,246,17.658424
2018-01,-40,248,17.72674
2018-01,-40,250,17.750208
2018-01,-40,252,17.777414
2018-01,-40,254,17.80568
2018-01,-40,256,17.833103
2018-01,-40,258,17.851357
2018-01,-40,260,17.843245
2018-01,-40,262,17.862215
2018-01,-40,264,17.871162
2018-01,-40,266,17.813955
2018-01,-40,268,17.682186
2018-01,-40,270,17.51501
2018-01,-40,272,17.381287
2018-01,-40,274,17.251291
2018-01,-40,276,17.112709
2018-01,-40,278,16.954489
2018-01,-40,280,16.849188
2018-01,-40,282,16.686571
2018-01,-40,284,16.244091
2018-01,-40,286,15.7009
2018-01,-40,288,
2018-01,-40,290,
2018-01,-40,292,
2018-01,-40,294,
2018-01,-40,296,
2018-01,-40,298,20.046364
2018-01,-40,300,19.66356
2018-01,-40,302,18.717907
2018-01,-40,304,18.45613
2018-01,-40,306,19.216385
2018-01,-40,308,20.251686
2018-01,-40,310,20.40493
2018-01,-40,312,19.703257
2018-01,-40,314,19.054441
2018-01,-38,100,16.7608
2018-01,-38,102,16.593569
2018-01,-38,104,16.488506
2018-01,-38,106,16.440102
2018-01,-38,108,16.462156
2018-01,-38,110,16.566393
2018-01,-38,112,16.762867
2018-01,-38,114,16.983728
2018-01,-38,116,17.098057
2018-01,-38,118,17.10993
2018-01,-38,120,17.096693
2018-01,-38,122,17.02235
2018-01,-38,124,16.95763
2018-01,-38,126,16.91506
2018-01,-38,128,16.926695
2018-01,-38,130,17.082891
2018-01,-38,132,17.263062
2018-01,-38,134,17.53434
2018-01,-38,136,17.868736
2018-01,-38,138,18.159286
2018-01,-38,140,18.260757
2018-01,-38,142,18.205055
2018-01,-38,144,
2018-01,-38,146,19.554102
2018-01,-38,148,20.422346
2018-01,-38,150,21.77424
2018-01,-38,152,22.630825
2018-01,-38,154,22.544262
2018-01,-38,156,22.096094
2018-01,-38,158,21.702404
2018-01,-38,160,21.433996
2018-01,-38,162,21.226532
2018-01,-38,164,21.037178
2018-01,-38,166,20.881706
2018-01,-38,168,20.793707
2018-01,-38,170,20.775404
2018-01,-38,172,20.775337
2018-01,-38,174,20.72944
2018-01,-38,176,
2018-01,-38,178,
2018-01,-38,180,20.650682
2018-01,-38,182,20.440186
2018-01,-38,184,20.17038
2018-01,-38,186,19.97293
2018-01,-38,188,19.833052
2018-01,-38,190,19.751894
2018-01,-38,192,19.698727
2018-01,-38,194,19.61594
2018-01,-38,196,19.506039
2018-01,-38,198,19.358004
2018-01,-38,200,19.191174
2018-01,-38,202,19.044388
2018-01,-38,204,18.918032
2018-01,-38,206,18.808212
2018-01,-38,208,18.69516
2018-01,-38,210,18.591143
2018-01,-38,212,18.43941
2018-01,-38,214,18.245274
2018-01,-38,216,18.051052
2018-01,-38,218,17.895205
2018-01,-38,220,17.799448
2018-01,-38,222,17.753887
2018-01,-38,224,17.721714
2018-01,-38,226,17.695057
2018-01,-38,228,17.725605
2018-01,-38,230,17.823273
2018-01,-38,232,17.957857
2018-01,-38,234,18.206741
2018-01,-38,236,18.453894
2018-01,-38,238,18.69198
2018-01,-38,240,18.945055
2018-01,-38,242,19.186182
2018-01,-38,244,19.339878
2018-01,-38,246,19.454098
2018-01,-38,248,19.556261
2018-01,-38,250,19.628048
2018-01,-38,252,19.690676
2018-01,-38,254,19.750547
2018-01,-38,256,19.814861
2018-01,-38,258,19.855453
2018-01,-38,260,19.849531
2018-01,-38,262,19.858707
2018-01,-38,264,19.852003
2018-01,-38,266,19.757833
2018-01,-38,268,19.585674
2018-01,-38,270,19.391077
2018-01,-38,272,19.181522
2018-01,-38,274,18.955473
2018-01,-38,276,18.65279
2018-01,-38,278,18.313683
2018-01,-38,280,18.020412
2018-01,-38,282,17.621027
2018-01,-38,284,16.884438
2018-01,-38,286,16.189646
2018-01,-38,288,
2018-01,-38,290,
2018-01,-38,292,
2018-01,-38,294,
2018-01,-38,296,
2018-01,-38,298,
2018-01,-38,300,
2018-01,-38,302,20.54742
2018-01,-38,304,20.88762
2018-01,-38,306,21.30449
2018-01,-38,308,21.846691
2018-01,-38,310,21.785252
2018-01,-38,312,21.086155
2018-01,-38,314,20.507063
2018-01,-36,100,18.231129
2018-01,-36,102,18.086884
2018-01,-36,104,17.993372
2018-01,-36,106,17.923557
2018-01,-36,108,17.950575
2018-01,-36,110,18.130228
2018-01,-36,112,18.479872
2018-01,-36,114,18.83763
2018-01,-36,116,18.88495
2018-01,-36,118,18.59764
2018-01,-36,120,18.39375
2018-01,-36,122,18.31498
2018-01,-36,124,18.287012
2018-01,-36,126,18.275324
2018-01,-36,128,18.229145
2018-01,-36,130,18.234173
2018-01,-36,132,18.376984
2018-01,-36,134,18.628454
2018-01,-36,136,18.997143
2018-01,-36,138,19.22296
2018-01,-36,140,19.034708
2018-01,-36,142,
2018-01,-36,144,
2018-01,-36,146,
2018-01,-36,148,
2018-01,-36,150,
2018-01,-36,152,24.244751
2018-01,-36,154,24.046915
2018-01,-36,156,23.509108
2018-01,-36,158,23.032063
2018-01,-36,160,22.701843
2018-01,-36,162,22.407106
2018-01,-36,164,22.099869
2018-01,-36,166,21.794283
2018-01,-36,168,21.53757
2018-01,-36,170,21.447191
2018-01,-36,172,21.508883
2018-01,-36,174,21.667437
2018-01,-36,176,21.820896
2018-01,-36,178,21.65845
2018-01,-36,180,21.344543
2018-01,-36,182,21.134434
2018-01,-36,184,21.002663
2018-01,-36,186,20.878952
2018-01,-36,188,20.76505
2018-01,-36,190,20.658432
2018-01,-36,192,20.554625
2018-01,-36,194,20.463564
2018-01,-36,196,20.355684
2018-01,-36,198,20.185175
2018-01,-36,200,20.007984
2018-01,-36,202,19.862713
2018-01,-36,204,19.759764
2018-01,-36,206,19.642807
2018-01,-36,208,19.560549
2018-01,-36,210,19.459923
2018-01,-36,212,19.301773
2018-01,-36,214,19.120344
2018-01,-36,216,18.971468
2018-01,-36,218,18.898153
2018-01,-36,220,18.909666
2018-01,-36,222,18.921234
2018-01,-36,224,18.946672
2018-01,-36,226,18.980509
2018-01,-36,228,19.052864
2018-01,-36,230,19.170515
2018-01,-36,232,19.413305
2018-01,-36,234,19.733057
2018-01,-36,236,20.051395
2018-01,-36,238,20.32783
2018-01,-36,240,20.595621
2018-01,-36,242,20.830023
2018-01,-36,244,20.980772
2018-01,-36,246,21.092413
2018-01,-36,248,21.20132
2018-01,-36,250,21.288422
2018-01,-36,252,21.363523
2018-01,-36,254,21.438
2018-01,-36,256,21.512033
2018-01,-36,258,21.54063
2018-01,-36,260,21.52806
2018-01,-36,262,21.496403
2018-01,-36,264,21.433012
2018-01,-36,266,21.293978
2018-01,-36,268,21.076326
2018-01,-36,270,20.82236
2018-01,-36,272,20.529425
2018-01,-36,274,20.176153
2018-01,-36,276,19.755781
2018-01,-36,278,19.268723
2018-01,-36,280,18.756899
2018-01,-36,282,18.118477
2018-01,-36,284,17.25507
2018-01,-36,286,16.507517
2018-01,-36,288,
2018-01,-36,290,
2018-01,-36,292,
2018-01,-36,294,
2018-01,-36,296,
2018-01,-36,298,
2018-01,-36,300,
2018-01,-36,302,
2018-01,-36,304,22.778837
2018-01,-36,306,23.183067
2018-01,-36,308,23.180574
2018-01,-36,310,22.7613
2018-01,-36,312,22.028496
2018-01,-36,314,21.449371
2018-01,-34,100,19.48359
2018-01,-34,102,19.298035
2018-01,-34,104,19.150625
2018-01,-34,106,19.073784
2018-01,-34,108,19.151382
2018-01,-34,110,19.437052
2018-01,-34,112,19.930454
